country,state,name,overall,foundation,extinct,stadium_name,stadium_size,coord_lat,coord_long,pattern,color_primary,color_secondary,color_third,color_short,color_socks,rivals
Iceland,,Keflavík,54.3,1929,-1,Keflavíkurvöllur,4957,63.9979812,-22.559169,Patterns.solid,Colors.darkblue,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Iceland,,KR Reykjavik,64.8,1899,-1,KR-völlur,6000,64.14640062,-21.96675625,Patterns.solid,Colors.black,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Iceland,,Stjarnan Garðabaer,61.7,1960,-1,Samsung völlurinn,1298,64.08763998841263,-21.9288865784577,Patterns.solid,Colors.blue,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Iceland,,Valur,64.2,1911,-1,Vodafonevöllurinn,3000,64.13294129158774,-21.9229681,Patterns.solid,Colors.red,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Iceland,,Víkingur Reykjavík,62.3,1908,-1,Víkingsvöllur,1450,64.11637343,-21.85500321,Patterns.solid,Colors.red,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Faroe Islands,,Argja Bóltfelag,57.4,1973,-1,Skansi Arena,2000,61.99516539115363,-6.802724402085856,Patterns.solid,Colors.grena,Colors.lightblue,Colors.transparent,Colors.secondary,Colors.primary,[]
Faroe Islands,,B36 Tórshavn,60.7,1936,-1,Gundadalur,5000,62.019293,-6.7805902,Patterns.solid,Colors.blue,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Faroe Islands,,B68 Toftir,60.5,1962,-1,Svangaskard,6000,62.10102088168155,-6.736781306449488,Patterns.solid,Colors.red,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Faroe Islands,,EBStreymur,56.2,1993,-1,Við Margáir,2000,62.194012426440786,-7.0432288910412275,Patterns.stripes3,Colors.blue,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Faroe Islands,,B71 Sandoy,55.0,1970,-1,Inni í Dal,2000,0,0,Patterns.solid,Colors.yellow,Colors.blue,Colors.transparent,Colors.secondary,Colors.primary,[]
Faroe Islands,,Havnar Bóltfelag,62.5,1904,-1,Gundadalur,5000,62.0192123,-6.7779013,Patterns.solid,Colors.red,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Faroe Islands,,IF Fuglafjørður,55.8,1946,-1,Í Fløtugerði,3000,0,0,Patterns.solid,Colors.red,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Faroe Islands,,KI Klaksvík,61.8,1904,-1,Djúpumýra Klaksvík,1500,62.224696,-6.580514426,Patterns.solid,Colors.blue,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Faroe Islands,,NSI Runavík,56.0,1957,-1,Runavík Stadium,2000,62.105907975612844,-6.723185467628155,Patterns.solid,Colors.yellow,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Faroe Islands,,Skála,52.0,1965,-1,Skála Stadium,2000,62.159992880221864,-6.788462723058651,Patterns.solid,Colors.orange,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Faroe Islands,,Tvøroyrar Bóltfelag,57.6,1892,-1,Við Stórá,4000,61.562489517331905,-6.851904919303143,Patterns.stripes2,Colors.black,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Faroe Islands,,07 Vestur,58.5,2007,-1,á Dungasandi,2000,62.07177484045124,-7.310227885873937,Patterns.solid,Colors.white,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Faroe Islands,,Vágs Bóltfelag,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Faroe Islands,,Víkingur Gøta,62.6,2008,-1,Serpugerdi Stadium,16000,62.199574,-6.7458078,Patterns.solid,Colors.lightblue,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Faroe Islands,,GI Gøta,53.0,1926,2008,Serpugerdi Stadium,2000,0,0,Patterns.solid,Colors.yellow,Colors.blue,Colors.transparent,Colors.secondary,Colors.primary,[]
Austria,,Admira,67.5,1905,-1,Bundesstadion Südstadt,10000,48.097542,16.3113277,Patterns.solid,Colors.black,Colors.red,Colors.transparent,Colors.secondary,Colors.primary,[]
Austria,,Rheindorf Altach,65.6,1929,-1,Cashpoint Arena,8900,47.3541995,9.63664412,Patterns.diagonal,Colors.yellow,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Austria,,Austria Viena,69.4,1911,-1,Franz Horr,17656,46.609157,14.278102,Patterns.solid,Colors.purple,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Austria,,Austria Lustenau,50.0,1914,-1,Reichshofstadion,8800,0,0,Patterns.solid,Colors.green,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Austria,,Austria Salzburg,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Austria,,Austria Klagenfurt,64.3,2007,-1,Wörthersee Stadion,32000,47.2811738,15.9776617,Patterns.solid,Colors.purple,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Austria,,Blau-Weiß Linz,62.0,1997,-1,Hofmann Personal Stadion,5595,48.248305346894064,14.288140475941725,Patterns.sleeves,Colors.blue,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Austria,,Vorarlberg Bregenz,54.1,1919,-1,Casino Stadium,12000,0,0,Patterns.solid,Colors.black,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Austria,,First Vienna,58.0,1894,-1,Hohe-Warte-Stadion,5000,0,0,Patterns.solid,Colors.yellow,Colors.blue,Colors.transparent,Colors.secondary,Colors.primary,[]
Austria,,Floridsdorfer,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Austria,,Grazer AK,62.6,1902,-1,UPC-Arena,15450,47.0463164,15.45477457,Patterns.solid,Colors.red,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Austria,,Grodig,54.2,1948,-1,Untersberg-Arena,4128,0,0,Patterns.oneVertStripe,Colors.white,Colors.blue,Colors.transparent,Colors.secondary,Colors.primary,[]
Austria,,Hartberg,63.2,1946,-1,Arena Hartberg,4500,47.2811738,15.9776617,Patterns.solid,Colors.blue,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Austria,,LASK Linz,69.6,1908,-1,Linzer Stadion,30138,48.2938258,14.2766143,Patterns.solid,Colors.white,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Austria,,Pasching,69.6,1946,-1,Waldstadion,7152,46.77307336,15.6994585,Patterns.stripes2,Colors.green,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Austria,,Rapid Wien,70.5,1899,-1,Allianz Stadion,28000,48.19810877,16.2660961,Patterns.dividedHor,Colors.green,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Austria,,RB Salzburg,74.4,2005,-1,Red Bull Arena,31895,47.8163615,12.9986015,Patterns.solid,Colors.white,Colors.red,Colors.transparent,Colors.secondary,Colors.primary,[]
Austria,,SV Ried,66.4,1912,-1,Keine Sorgen Arena,7680,48.207823,13.478552,Patterns.solid,Colors.green,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Austria,,Sturm Graz,67.2,1909,-1,Merkur Arena,16400,47.0466456,15.4552685,Patterns.solid,Colors.black,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Austria,,Tirol Innsbruck,65.8,1930,-1,Tivoli Stadium,16008,47.255992,11.4113934,Patterns.solid,Colors.darkgreen,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Austria,,Voest Linz,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Austria,,Wolfsberger AC,66.9,1930,-1,Lavanttal-Arena,7300,46.8263069,14.852003,Patterns.solid,Colors.white,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Austria,,Innsbruck,50.0,0,-1,,0,0,0,Patterns.solid,Colors.red,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Austria,,St. Polten,63.6,2000,-1,NV Arena,8000,48.220719,15.6535139,Patterns.sleeves,Colors.lightgreen,Colors.darkblue,Colors.transparent,Colors.secondary,Colors.primary,[]
Austria,,Swarovski Tirol,50.0,1930,-1,Tivoli-Neu,16008,47.25603594875136,11.411160091365026,Patterns.horStripes3,Colors.white,Colors.green,Colors.transparent,Colors.secondary,Colors.primary,[]
Austria,,Wacker Innsbruck,62.1,2002,-1,Tivoli-Neu,16008,47.2560956,11.41106589,Patterns.stripes3,Colors.green,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Austria,,Wiener Sportclub,50.0,1897,1983,,0,0,0,Patterns.solid,Colors.white,Colors.red,Colors.black,Colors.primary,Colors.primary,[]
Austria,,Wiener AF,50.0,1910,2004,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Austria,,Mattersburg,65.1,1922,2020,Pappelstadion,17100,0,0,Patterns.solid,Colors.green,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Austria,,Stahl Linz,50.0,1947,1997,ASKÖ Neue Heimat,0,0,0,Patterns.solid,Colors.blue,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Switzerland,,Aarau,66.4,1902,-1,Brügglifeld,8000,47.3834198,8.05997331,Patterns.solid,Colors.black,Colors.grey,Colors.transparent,Colors.secondary,Colors.primary,[]
Switzerland,,Basel,72.2,1893,-1,St. Jakob-Park,42500,47.54169074,7.62067642,Patterns.divided,Colors.red,Colors.blue,Colors.transparent,Colors.secondary,Colors.primary,[]
Switzerland,,Bellinzona,56.5,1904,-1,Stadio Comunale Bellinzona,5000,46.19800256,9.022140574,Patterns.solid,Colors.vinho,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Switzerland,,Biel-Bienne,52.1,1896,-1,,0,0,0,Patterns.solid,Colors.red,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Switzerland,,Chiasso,58.5,1905,-1,Stadio Comunale,11160,45.8341383,9.01664266,Patterns.stripes4,Colors.red,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Switzerland,,Grasshoppers,70.4,1886,-1,Letzigrund,26500,47.38286,8.5036,Patterns.solid,Colors.blue,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Switzerland,,Grenchen,53.4,1906,-1,Stadium Brühl,15100,0,0,Patterns.solid,Colors.white,Colors.blue,Colors.transparent,Colors.secondary,Colors.primary,[]
Switzerland,,Lausanne-Sport,65.3,1896,-1,Stade Olympique,15850,46.532962,6.62447646,Patterns.solid,Colors.white,Colors.blue,Colors.transparent,Colors.secondary,Colors.primary,[]
Switzerland,,Lausanne Ouchy,62.0,1901,-1,Stade Olympique de la Pontaise,15900,46.5331661,6.624183834,Patterns.solid,Colors.red,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Switzerland,,Lugano,68.2,1908,-1,Stadio de Cornaredo,10500,46.023828,8.96135788,Patterns.oneHorStripe,Colors.black,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Switzerland,,Luzern,66.5,1901,-1,Swissporarena,13000,47.03307,8.3051154,Patterns.solid,Colors.blue,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Switzerland,,Sion,67.3,1909,-1,Estádio Tourbillon,14500,46.23353628,7.37640473,Patterns.divided,Colors.red,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Switzerland,,Servette,66.1,1890,-1,Stade de Genève,30084,46.177778,6.1275,Patterns.solid,Colors.grena,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Switzerland,,St. Gallen,68.3,1879,-1,Kybunpark,19694,47.408398945,9.3057807,Patterns.solid,Colors.green,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Switzerland,,FC Thun,65.3,1898,-1,Stockhorn Arena,10300,46.7439056,7.60663322,Patterns.solid,Colors.red,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Switzerland,,Young Boys,73.3,1898,-1,Estádio da Suíça,32000,46.9633758,7.4653358,Patterns.divided,Colors.yellow,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Switzerland,,Winterthur,65.0,1896,-1,Schützenwiese,8550,47.5008475,8.7176,Patterns.solid,Colors.green,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Switzerland,,Zurich,69.8,1896,-1,Letzigrund,26500,47.38279,8.503801,Patterns.solid,Colors.blue,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Switzerland,,Chaux-de-Fonds,64.2,1894,-1,Centre Sportif de la Charrière,12700,0,0,Patterns.solid,Colors.yellow,Colors.blue,Colors.transparent,Colors.secondary,Colors.primary,[]
Switzerland,,Neuchâtel Xamax,50.0,1912,-1,Stade de la Maladière,12000,46.9950997,6.944111255,Patterns.solid,Colors.red,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Poland,,Amica Wronki,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Poland,,Cracovia,66.1,1906,-1,Estádio Józef Piłsudski,15016,50.05799319,19.9205966,Patterns.stripes2,Colors.red,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Poland,,Górnik Zabrze,68.8,1948,-1,Estádio Ernest Pohl,24563,50.296646268,18.7696376,Patterns.solid,Colors.white,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Poland,,Górnik Radlin,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Poland,,Gwardia Warsaw,61.6,1948,-1,Stadion WKS Gwardia,9000,52.19919178,20.99196,Patterns.solid,Colors.red,Colors.blue,Colors.transparent,Colors.secondary,Colors.primary,[]
Poland,,Jagiellonia Bialystok,67.5,1920,-1,Estádio Municipal Białystok,22386,53.106088,23.149288,Patterns.horStripes3,Colors.red,Colors.yellow,Colors.transparent,Colors.secondary,Colors.primary,[]
Poland,,GKS Katowice,61.4,1964,-1,Estádio GKS Katowice,9511,50.279712,19.001128977,Patterns.solid,Colors.yellow,Colors.red,Colors.transparent,Colors.secondary,Colors.primary,[]
Poland,,Korona Kielce,67.2,1973,-1,Municipal de Kielce,15550,50.861656,20.625024,Patterns.stripes3,Colors.yellow,Colors.red,Colors.transparent,Colors.secondary,Colors.primary,[]
Poland,,Legia Warszawa,70.4,1916,-1,Pepsi Arena,31000,52.220579264,21.0408855,Patterns.solid,Colors.green,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Poland,,Lechia Gdańsk,66.4,1945,-1,PGE Arena Gdańsk,43165,54.3900689,18.6404273,Patterns.solid,Colors.white,Colors.green,Colors.transparent,Colors.secondary,Colors.primary,[]
Poland,,Lech Poznan,69.8,1922,-1,Estádio Municipal de Poznań,41609,52.39775183,16.8587159,Patterns.solid,Colors.blue,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Poland,,lKS lódź,62.3,1908,-1,Estádio Municipal em Łódź,18029,51.7589447,19.42655367,Patterns.diagonal,Colors.red,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Poland,,Miedź Legnica,58.5,1971,-1,Stadion im. Orła Białego,6244,0,0,Patterns.solid,Colors.blue,Colors.red,Colors.transparent,Colors.secondary,Colors.primary,[]
Poland,,Odra Opole,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Poland,,Piast Gliwice,64.5,1945,-1,Stadion Miejski im. Piotra Wieczorka,9913,50.3066789,18.695438,Patterns.solid,Colors.blue,Colors.red,Colors.transparent,Colors.secondary,Colors.primary,[]
Poland,,Polonia Warsaw,64.2,1911,-1,Polonii Warszawa,6860,52.255523,21.0011222,Patterns.solid,Colors.black,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Poland,,Pogoń Szczecin,65.1,1948,-1,Estádio Florian Krygier,8990,53.4365502,14.51868017,Patterns.solid,Colors.grena,Colors.blue,Colors.transparent,Colors.secondary,Colors.primary,[]
Poland,,Puszcza Niepołomice,60.5,1923,-1,Stadion Puszczy,15016,50.031921706688735,20.221205895841926,Patterns.sleeves,Colors.white,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Poland,,Raków Częstochowa,64.6,1921,-1,Miejski Stadion Piłkarski,5500,50.7767924,19.159192,Patterns.stripes3,Colors.red,Colors.blue,Colors.transparent,Colors.secondary,Colors.primary,[]
Poland,,Radomiak Radom,63.5,1910,-1,Stadion im. Braci Czachorów,8840,51.396545,21.1462516,Patterns.solid,Colors.green,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Poland,,Ruch Chorzów,66.8,1920,-1,Stadion Ruchu Chorzów,9300,50.28228733,18.94527638,Patterns.solid,Colors.blue,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Poland,,Śląsk Wroclaw,65.2,1947,-1,Municipal de Wroclaw,44416,51.14125077,16.94370316,Patterns.solid,Colors.green,Colors.red,Colors.transparent,Colors.secondary,Colors.primary,[]
Poland,,Stal Mielec,71.6,1939,-1,Estádio MOSiR,6864,50.2987453,21.4359145,Patterns.solid,Colors.white,Colors.blue,Colors.transparent,Colors.secondary,Colors.primary,[]
Poland,,Wisla Plock,67.8,1947,-1,Estádio Kazimierz Górski,12800,52.5620205,19.68411,Patterns.solid,Colors.blue,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Poland,,Wisla Kraków,67.3,1906,-1,Estádio Henryk Reyman,33326,50.0638402,19.91199072,Patterns.solid,Colors.red,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Poland,,Warta Poznań,62.5,1912,-1,Stadion przy Drodze Dębińskiej,2500,52.3935359,16.931264,Patterns.solid,Colors.green,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Poland,,Widzew lódź,63.7,1922,-1,MOSiR Widzew Łódź,18008,51.764935,19.51160286,Patterns.solid,Colors.red,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Poland,,Zaglębie Lubin,65.4,1945,-1,Lubin City Stadium,16100,51.4140686,16.1983108,Patterns.solid,Colors.orange,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Poland,,Polonia Bytom,50.0,0,-1,,0,0,0,Patterns.solid,Colors.red,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Poland,,Szombierki Bytom,52.6,1919,-1,Stadion Szombierek,20000,50.3306972,18.89811724,Patterns.stripes3,Colors.green,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Poland,,Zaglębie Sosnowiec,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Adanaspor,67.6,1954,-1,Novo Estádio de Adana,33543,37.06372554,35.37545482,Patterns.solid,Colors.orange,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Adana Demirspor,65.2,1940,-1,Novo Estádio de Adana,33543,37.06372554,35.37545482,Patterns.stripes3,Colors.blue,Colors.lightblue,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Akhisar Belediyespor,65.5,1970,-1,Estádio Municipal de Akhisar,12139,0,0,Patterns.solid,Colors.green,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Alanyaspor,71.5,1948,-1,Estádio do Colégio Bahçeşehir,10842,36.5626171,32.0791125,Patterns.solid,Colors.orange,Colors.green,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Altay Kulübü,66.8,1914,-1,Mustafa Denizli de Alsancak,14000,38.43717939,27.150778738,Patterns.stripes3,Colors.black,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Ankara Demirspor,65.6,1930,-1,TCDD Ankara Demirspor Stadium,3000,39.94182728,32.77232843,Patterns.stripes3,Colors.darkblue,Colors.lightblue,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Ankaragücü,66.7,1910,-1,Estádio de Eryaman,33543,39.98048096,32.614368196,Patterns.stripes3,Colors.yellow,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Ankaraspor,58.5,1978,-1,Yenikent Stadium,18029,0,0,Patterns.stripes3,Colors.blue,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Antalyaspor,72.6,1966,-1,Estádio de Antália,32539,36.8884456,30.66902964,Patterns.solid,Colors.red,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Beşiktaş,77.2,1903,-1,Vodafone Park,41903,41.0394909,28.99474848,Patterns.stripes2,Colors.black,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Boluspor,56.2,1965,-1,Bolu Atatürk Stadyumu,8456,40.736202,31.60693457,Patterns.stripes3,Colors.red,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Bucaspor,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Bursaspor,73.1,1963,-1,Municipal Metropolitano de Bursa,42331,40.210638,29.009436,Patterns.solid,Colors.green,Colors.red,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Denizlispor,68.4,1966,-1,Denizli Atatürk Stadyumu,18745,37.76621147,29.08265607,Patterns.stripes2,Colors.green,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Elazığspor,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Eskişehirspor,65.3,1965,-1,Estádio Atatürk de Esquiceir,34930,39.7626458,30.467788155,Patterns.stripes2,Colors.red,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Fenerbahçe,76.5,1907,-1,Şükrü Saraçoğlu,50509,40.9877951,29.036899,Patterns.stripes2,Colors.blue,Colors.yellow,Colors.transparent,Colors.secondary,Colors.primary,['Galatasaray']
Turkey,,Galatasaray,77.4,1905,-1,NEF Stadyumu,52280,41.103388888,28.991,Patterns.divided,Colors.orange,Colors.red,Colors.transparent,Colors.secondary,Colors.primary,['Fenerbahçe']
Turkey,,Gaziantep,64.5,1988,-1,Gaziantep Stadium,35574,0,0,Patterns.stripes4,Colors.red,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Gençlerbirliği,70.4,1923,-1,Estádio de Eryaman,20560,39.9799511,32.61372983,Patterns.stripes3,Colors.red,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Giresunspor,50.0,1967,-1,Estádio das Aveleiras de Giresun,22028,0,0,Patterns.stripes2,Colors.green,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Fatih Karagümrük,67.1,1926,-1,Estádio Olímpico Atatürk,75145,41.07463764,28.765735,Patterns.solid,Colors.red,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Kasımpaşa,68.6,1921,-1,Estádio Recep Tayyip Erdoğan,14234,41.0327862,28.9723363,Patterns.solid,Colors.white,Colors.darkblue,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Kayserispor,66.5,1966,-1,Estádio Kadir Has,32864,38.7373165,35.42329044,Patterns.stripes3,Colors.red,Colors.yellow,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Göztepe,69.5,1925,-1,Estádio Gürsel Aksel,20035,38.3955952,27.0760464,Patterns.solid,Colors.red,Colors.yellow,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Hacettepe,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Hatayspor,65.6,1967,-1,New Hatay Stadium,26600,36.258447,36.2078878,Patterns.solid,Colors.grena,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Instanbul Basaksehir,73.5,1990,-1,Fatih Terim de Başakşehir,17319,41.12323595,28.808461462,Patterns.solid,Colors.orange,Colors.darkblue,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,İstanbulspor,67.1,1926,-1,Necmi Kadıoğlu Stadyumu,4488,41.02455327,28.6977618,Patterns.solid,Colors.yellow,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Kardemir Karabükspor,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Karşıyaka,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Kayseri Erciyesspor,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Kocaelispor,63.4,1966,-1,Estádio de Cocaeli,34712,40.774943,30.017681438,Patterns.stripes2,Colors.darkgreen,Colors.black,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Konyaspor,70.8,1922,-1,Estádio Municipal Metropolitano de Cônia,41981,37.9463311,32.48842835,Patterns.solid,Colors.white,Colors.green,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Gaziantepspor,70.4,1988,-1,Estádio de Gaziantepe,35574,37.1230653,37.3837841,Patterns.solid,Colors.white,Colors.red,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Malatyaspor,69.4,1986,-1,Novo Estádio de Malatya,27044,38.337827,38.4464651,Patterns.solid,Colors.yellow,Colors.red,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Manisaspor,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Mersin İdman Yurdu,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Orduspor,50.0,0,-1,,0,0,0,Patterns.solid,Colors.neutral1,Colors.neutral2,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Pendikspor,56.7,1950,-1,Pendik Stadium,2500,40.887930698206134,29.22763753073254,Patterns.solid,Colors.white,Colors.red,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Rizespor,[],1953,-1,Novo Estádio Municipal de Rize,15568,41.0420904,40.5733391,Patterns.solid,Colors.blue,Colors.green,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Samsunspor,70.6,1965,-1,Estádio 19 de Maio de Samsun,33919,41.228053,36.4579017,Patterns.stripes3,Colors.red,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Sarıyer,53.5,1940,-1,Yusuf Ziya Öniş Stadium,4100,0,0,Patterns.stripes3,Colors.blue,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Sivasspor,72.8,1967,-1,Yeni Sivas 4 Eylül Stadı,27532,39.728694,36.9840344,Patterns.solid,Colors.red,Colors.white,Colors.transparent,Colors.secondary,Colors.primary,[]
Turkey,,Trabzonspor,75.9,1967,-1,Şenol Güneş Stadium,41461,39.6463,40.9987,Patterns.solid,Colors.vinho,Colors.lightblue,Colors.transparent,Colors.secondary,Colors.primary,[]
